code	ko	ja	en	tc	sc
2000179	데이터 연동	データ連動	Connect Data	連動數據	绑定数据
2000180	UID :	UID：	UID:	UID：	UID：
2000181	닉네임 :	ニックネーム：	Nickname:	暱稱：	昵称：
2000182	데이터 보내기	データ送信	Send Data	發送數據	发送数据
2000183	데이터 받기	データ受信	Import Data	導入數據	导入数据
2000184	OTP번호가 유효하지 않습니다. OTP번호는 생성후 5분간 유효합니다.	OTPナンバーが有効ではありません。OTPナンバーは生成後5分間有効です。	Invalid OTP. OTP is valid for 5 minutes after being generated.	無效的OTP代碼。OTP代碼在創建後5分鐘內有效。	OTP代码无效。OTP代码仅在创建后5分钟内有效。
2000185	복사	コピー	Copy	複製	复制
2000186	UID와 OTP번호를 확인해주세요.	UIDとOTP番号を確認してください。	Please check your UID and OTP.	請確認UID和OTP代碼。	请确认UID和OTP代码。
2000192	현재 출석	現在ログイン	Current Attendance	當前簽到	当前签到
2000193	{0} 일차	{0}日目	Day {0}	第{0}天	第{0}天
2000194	출석	ログイン	Attendance	簽到	签到
2000195	다음 출석 갱신	次のログイン更新	Refresh Next Attendance	更新下一次簽到	更新下一期签到
2000196	다음 출석	次のログイン	Next Attendance	下次簽到	下次签到
2000197	완주 {0}/{1}	コンプリート{0}/{1}	Complete {0}/{1}	完成全程{0}／{1}	完成全程{0}／{1}
2000198	{0}회 완주 시 완주 횟수가 초기화 됩니다.	{0}回コンプリート時、回数が初期化されます。	When you complete {0} times, the count will reset.	完成{0}次全程時，完成次數會被重置。	完成{0}次全程时，完成全程次数会被重置。
2000199	[FFC802]{0}[-]회 완주	{0}回コンプリート	Completed [FFC802]{0}[-] times.	完成[FFC802]{0}[-]次全程	完成[FFC802]{0}[-]次全程
2000200	프리미엄 출석권 구매	プレミアムログインチケット購入	Purchase Premium Attendance Pass	購買豪華簽到券	购买豪华签到券
2000201	프리미엄 출석	プレミアムログイン	Premium Attendance	豪華簽到	豪华签到
2000202	무료 ({0}/{1})	無料({0}/{1})	Free ({0}/{1})	免費（{0}／{1}）	免费（{0}／{1}）
2000203	{0}	{0}	{0}	{0}	{0}
2000204	다음 출석을 갱신하시겠습니까?	次のログインを更新しますか？	Do you want to refresh to the next Attendance?	是否更新下一次簽到？	是否更新下一期签到？
2000205	무료 ({0}/{1})	無料({0}/{1})	Free ({0}/{1})	免費（{0}／{1}）	免费（{0}／{1}）
2000206	보상 획득	ボーナス獲得	Acquired Rewards	獲得獎勵	获得奖励
2000207	{0}일차 보상이 지급되었습니다.	{0}日目のボーナスが支給されました。	Day {0} Reward has been issued.	獲得了第{0}天獎勵。	获得了第{0}天奖励。
2000208	{0}일차 프리미엄 보상이 지급되었습니다.	{0}日目のプレミアムボーナスが支給されました。	Day {0} Premium Reward has been issued.	獲得了第{0}天豪華獎勵。	获得了第{0}天豪华奖励。
2000209	{0}회 완주 보상이 지급되었습니다.	{0}回コンプリートボーナスが支給されました。	{0} Completion Reward has been issued.	獲得了第{0}次完成全程獎勵。	获得了第{0}次完成全程奖励。
2000210	{0}일차 보상이 지급되었습니다.	{0}日目のボーナスが支給されました。	Day {0} Reward has been issued.	獲得了第{0}天獎勵。	获得了第{0}天奖励。
2000211	출석 체크	出席チェック	Attendance Check	確認簽到	确认签到
2000212	신규 출석	新規ログイン	New Attendance	新簽到	新签到
2000213	복귀 출석	復帰ログイン	Returning Attendance	回歸簽到	回归签到
2000214	이벤트 출석	イベントログイン	Event Attendance	活動簽到	活动签到
2000215	보상 갱신	ボーナス更新	Refresh Rewards	更新獎勵	更新奖励
2000216	매일 5회까지 갱신을 통해 보상 구성을 변경할 수 있으며 프리미엄 출석권을 구매 시, 현재의 보상 구성으로 7일차까지 획득할 수 있고 7일차까지 획득 시, 프리미엄 출석은 종료됩니다.	プレミアムログインボーナスはプレミアムログインチケットを購入すると獲得できます。	Rewards can be changed up to 5 times a day by refreshing the rewards. If you purchase the Premium Attendance Pass, you can obtain rewards for up to 7 days, and when you obtain the day 7 reward, the Premium Pass will expire.	可透過更新來變更獎勵內容，每天可更新5次。若購買豪華簽到券，可獲得全部7天的當前獎勵內容，一旦全部領取，豪華簽到就會結束。	可以通过更新变更奖励内容，每天可以更新5次。如果购买豪华签到券，可以继续获取当前奖励内容直到第7天，领取7天全部的奖励后，豪华签到就会结束。
2000217	임시 대기실	臨時待機室	Temporary Waiting Room	臨時等候室	临时等候室
2000218	대기실 확장	待機室拡張	Expand Waiting Room	擴充等候室	扩张等候室
2000219	대기실로 이동	待機室に移動	Go to Waiting Room	移動至等候室	转移到等候室
2000220	대기실/창고로 보내거나 분해할 대상을 선택해 주세요.	インベントリに送るまたは分解する対象を選んでください。	Select an item you want to send to Lobby/Waiting Room or to dismantle.	請選擇要發送到等候室／倉庫或分解的對象。	请选择要转移到等候室／仓库或要分解的对象。
2000221	{0} 선택 수량을 정해주세요.	{0}選択数量を決めてください。	Specify the quantity of {0} you want to select.	請選擇{0}數量。	请决定要选择的{0}数量。
2000222	선택한 전투원들을 오르카 전투원 대기실로 이동시킵니다.\n\n이동을 진행 하시겠습니까?	選択した戦闘員をオルカ戦闘員待機室に移動します。\n\nよろしいですか？	The selected soldiers will be moved to the Orca Soldier Waiting Room.\n\nDo you want to move the selected?	所選戰鬥員將移動至奧爾卡戰鬥員等候室。\n\n是否確定移動？	将所选战斗员转移到奥尔卡战斗员等候室。\n\n是否确定转移？
2000223	선택한 장비들을 오르카 장비 창고로 이동시킵니다.\n\n이동을 진행 하시겠습니까?	選択した装備をオルカ装備倉庫に移動します。\n\nよろしいですか？	The selected gear will be moved to the Orca Gear Storage.\n\nDo you want to move the selected?	將所選裝備移動至奧爾卡倉庫等候室。\n\n是否確定移動？	将所选装备转移到奥尔卡装备仓库。\n\n是否确定转移？
2000224	선택하신 대상들을 오르카로 이동시켰습니다.	選択した対象をオルカに移動しました。	Selected has been moved to Orca.	已將所選對象移動至奧爾卡。	已将所选目标转移到奥尔卡。
2000225	x{0}	x{0}	x{0}	x{0}	x{0}
2000226	주의 : 분해 대상에 S등급 이상이 선택된 상태입니다.	注意：分解対象にSランク以上が含まれています。	Caution: You have selected an S Grade item for dismantling.	注意：分解對象中包括S以上級別。	注意：分解对象中包括S以上级别。
2000227	구매수량	購入数量	Purchase Quantity	購買數量	购买数量
2000228	{0} {1}개 구매합니다.\n\n구매를 진행 하시겠습니까?	{0}を{1}個購入します。\n\nよろしいですか？	You will be purchasing {1} {0}.\n\nDo you want to continue?	將購買{1}個{0}。\n\n是否確定購買？	购买{1}个{0}。\n\n是否确定购买？
2000229	{0} {1}개 구매완료 되었습니다.	{0}を{1}個購入しました。	You have purchased {1} {0}.	購買了{1}個{0}。	购买了{1}个{0}。
2000230	우선 사용	優先使用	Use First	優先使用	优先使用
2000231	{0} 후 종료	{0}後終了	End after {0}.	{0}後結束	{0}后结束
2000232	코어 링크를 해제하시겠습니까?	コアリンクを解除しますか？	Do you want to unlink the Core?	是否解除核心連結？	是否解除核心链接？
2000233	전투원 성장 무료 초기화의 기간이 종료 되었습니다.	戦闘員成長無料初期化の期限が終了しました。	Free resets for soldier growth has expired.	免費重置戰鬥員成長期限已到。	战斗员成长免费重置期限已到。
2000234	임무 갱신	임무 갱신	Refresh Mission	更新任務	更新任务
2000235	임무가 갱신되었습니다. 임무를 갱신해주세요.	임무가 갱신되었습니다. 임무를 갱신해주세요.	Mission has been updated. Please refresh the mission.	任務已更新。請更新任務。	任务已更新。请更新任务。
2000236	({0}총 보유 수 {1}개)	({0}所有数{1}個)	({0} Owned: {1})	（總共持有{1}個{0}）	（总共持有{1}个{0}）
2000237	창고 확장	倉庫拡張	Expand Storage	擴充倉庫	扩张仓库
2000238	코어 설정	コア設定	Set Core	核心設定	核心设置
2000239	코어 설정을 할 전투원 또는 {0}을(를) 선택해 주세요.	コア設定する戦闘員または{0}を選んでください。	Select the unit or {0} you want to set the Core for.	請選擇要進行核心設定的戰鬥員或{0}。	请选择要进行核心设置的战斗员或{0}。
2000240	코어 선택	コア選択	Select Core	選擇核心	选择核心
2000241	* 코어 링크 시 코어 링크가 될 전투원에 장착 중인 장비도 사라집니다.	＊コアリンク時、コアリンクになる戦闘員が装着中の装備も失われます。	*When you link the Core, the current gear on the Soldier will disappear.	* 連結核心時，被連結核心的戰鬥員所配戴的裝備也將會消失。	*核心链接时，进行核心链接的战斗员所装配的装备也将消失。
2000242	프리미엄 출석이 진행중이라 받을 수 없습니다.	プレミアムログインが進行中のため、受け取れません。	Cannot receive because Premium Attendance is in progress.	正在進行豪華簽到，所以無法使用。	正在进行豪华签到，所以无法使用。
2000243	창고로 이동	倉庫に移動	Move to Storage	移動至倉庫	转移到仓库
2000244	+{0}	+{0}	=+{0}	=+{0}	=+{0}
2000245	-{0}	-{0}	-{0}	-{0}	-{0}
2000246	자가 학습 알고리즘 상품 기간이 종료되었습니다.	自己学習アルゴリズムの期限が終了しました。	Self-Learning Algorithm item has expired.	自學演算法商品期限已到期。	自学算法商品期限已到。
2000247	임시 대기실로 보상 지급	臨時待機室に報酬支給	Send Rewards to Temporary Waiting Room	獎勵將發送至臨時等候室	奖励将发送至临时等候室
2000248	스킬 우선 사용	スキル優先使用	Use Skill First	優先使用技能	优先使用技能
2000249	메뉴	メニュー	Menu	選單	菜单
2000250	강화 재료 리스트	強化素材リスト	Upgrade Material List	強化材料列表	强化材料列表
2000251	*최대강화는 보유 재료로 강화 가능한 최대 레벨을 의미합니다.	*최대강화는 보유 재료로 강화 가능한 최대 레벨을 의미합니다.	*Max Upgrade refers to the max Upgrade Level that is possible with the material you own.	*強化上限代表能使用持有材料達到的最高強化等級。	*强化上限代表能使用持有材料达到的最高强化等级。
2000252	최대강화	最大強化	Max Upgrade	最大強化	强化上限
2000253	최대로 강화된 장비입니다.	最大まで強化された装備です。	Selected gear is at max upgrade.	此裝備已強化至上限。	此装备已强化至上限。
2000254	"어, 사령관. 왔어? 생각보다 빨리 왔네. 그래, 맞아.\n이번에 내가 기획한 행사는 바로 보물찾기!\n트레져 헌터들끼리 힘을 모아 바다에 난파된 화물선을 인양하는 거지.\n꼬마 모험단도 엄청난 걸 발견했다는데, 선배로서 뒤처질 순 없지!\n
…왜 난파선이냐고 물어볼 줄 알았는데, 안 궁금해? 후후. 놀라지 말란 말씀.\n나, 트리아이나가 전 세계를 모험하던 중 덴세츠 사이언스가 이곳에서 무인 화물선을 운용했다는 정보를 손에 넣었거든!\n제2차 연합전쟁 때래나, 뭐래나. 아무튼 엄청 가라앉았대!\n
어때? 벌써부터 가슴 뛰지 않아?\n이 푸른 바다가 커다란 보석함이나 마찬가지란 소리잖아!\n으으, 바이스 캡틴 네오 뉴 트리아이나에서 더 대단한 트리아이나가 될 것 같아!\n
주변에 퍼진 항해일지를 찾아서 탐색하다 보면 어마어마한 보물을 손에 넣을 수 있을 거야.\n대규모 화물선도 난파됐다던데, 상상 그 이상의 보물을 얻을 수 있을지도~?\n
그러니까, 함께 떠나자! 분명 보람찰 거야!"	"あ、司令官。思ったより早く来たじゃない。そうなの。\n今回私が企画したイベントはズバリ宝探し！\nトレジャーハンターの仲間と力を合わせ、沈没した貨物船を引き揚げるの。\nおチビ冒険団の方でもとんでもないものを発見したらしいし、先輩として負けていられないわ！\n
 …何で難破船なのかって聞くかと思ったのに。気にならないの？ふふ。びっくりしないでね。\nわたくし、トリアイナが世界中を冒険している時の話なんだけど、伝説サイエンスがここで無人貨物船を運用してたって情報を入手したの！\n第2次連合戦争の時だったって言ってたような？違ったかな？とにかくたくさん沈没しちゃったんだって！\n
 どう？ワクワクしてこない？\nこの青い海が大きな宝石箱って言っても過言じゃないんだから！\nうぅ、バイスキャプテンネオニュートリアイナがパワーアップしてもっとすごいトリアイナになりそうな予感！\n
 その辺に散乱している航海日誌を調査すれば、超レアなお宝を手に入れられるはずよ。\n大規模貨物船も沈没したらしいから、想像以上の収穫があるかもしれないわ。\n
 ってことで、一緒に出発しよう！きっと後悔しないはずよ！"	"Oh, Commander! You’re here. You came earlier than I thought you would. Yeah, that’s right.\nThe event I’m planning this time is a Treasure Hunt!\nThe Treasure Hunters will have to cooperate and salvage a sunken cargo ship from the sea.\nI heard that the Kids Adventure Team found some amazing stuff. We can’t let them beat us!\n
I thought you’d ask why we’re looking for a sunken ship… aren’t you curious? Haha. Don’t be shocked.\nI, the great Triaina, have obtained information that while D-Science was adventuring the world, they were operating an unmanned cargo ship in this region!\nIt was some time during the 2nd Federation War… I think. Anyway, they say that many of those cargo ships sank!\n
Well? Doesn’t that sound exciting already?\nThis blue ocean is basically a large chest full of treasures!\nOh! Vice Captain Neo New Triaina. Doesn’t that sound amazing?\n
If we find the Voyage Logs from the area and search accordingly, then I’m sure we’ll find some great treasures.\nThey say that even a mega cargo ship sank as well. Maybe the amount of treasure we find will go beyond our imagination!\n
So, let’s go together! I’m sure it’ll be worth your time."	"啊！司令官，你來啦？來得滿快的嘛。嗯，沒錯。\n我這次策劃的活動是尋寶！\n就是寶藏獵人一起齊心協力在海上打撈一艘沉沒的貨輪。\n聽說，小不點冒險團也發現了不得了的東西，我身為前輩可不能落後！\n
…還以為你會問我為什麼是沉船呢，你不好奇嗎？呵呵，你可別嚇到了！\n特利亞納我啊，在遊覽世界的時候得到了一個情報，據說傳奇科學在這裡經營過許多無人貨輪。\n好像是第2次聯合戰爭什麼的。總之，有好多船沉沒了！\n
怎麼樣？是不是讓你感到興奮不已了？\n這片蔚藍的大海就像是一個超大的珠寶盒！\n呃呃，副團長尼奧・紐・特利亞納就要成為更偉大的特利亞納了！\n
找到散落在周圍的航海日誌並進行探索，一定能找到很多寶藏。\n據說大規模貨輪也沉沒了，也許能得到超乎想像的寶藏也說不定喔～？\n
所以啊，我們一起出發吧！你肯定會喜歡的！"	"啊，司令，你来了？来的挺快的嘛。嗯，没错。\n我这次策划的活动是寻宝！\n就是宝藏猎人一起齐心协力在海上打捞一艘沉没的货轮。\n听说，小鬼冒险团也发现了不得了的东西，我们作为前辈可不能落后！\n
……我还以为你会问我为什么是沉船呢，你不好奇吗？呼呼，你可别吓到了！\n我，特利亚纳在游览世界的时候得到一个情报，据说传奇科学在这里运营过许多货轮。\n好像是第2次联合战争，什么的。总之，有好多船沉没了！\n
怎么样？是不是让你兴奋不已了？\n这不就意味着这片蔚蓝的大海就像一个超大的珠宝盒吗！\n呃呃，副团长NEO新特利亚纳就要成为更伟大的特利亚纳了！\n
如果能找到散落在周围的航海日志，以此为线索进行探索的话，一定能找到无与伦比的宝藏。\n据说，大规模货轮也沉没了，说不定能得到超乎想象的宝藏呀~？\n
所以啊，我们一起出发吧！你肯定会喜欢的！"
2000255	"1. 항해일지를 분석해 난파선을 발견하여 소정의 보상과 선박 통신기록을 발견할 수 있습니다.\n
2. 선박 통신기록을 종합하여 대규모 화물선의 위치를 발견할 수 있습니다. 일반 난파선에선 찾아볼 수 없었던 특별한 물자가 적재되어 있습니다.\n 
3. 일정 확률로 대규모 화물선에서 또 다른 대규모 화물선로 연락한 통신기록을 발견할 수 있습니다. 최대 10회까지 연속해서 발견할 수 있습니다.\n"	"1. 航海日誌を分析して難破船を発見すると一定の報酬と船舶通信記録を発見できます。\n
 2. 船舶通信記録を総合的に判断して大規模貨物船の位置を発見できます。一般の難破船からは見つけられない特別な物資が積まれています。\n 
 3. 一定の確率で大規模貨物船から別の大規模貨物船に連絡した通信記録を発見できます。最大10回まで連続して発見できます。\n"	"1. Analyze the Voyage Log and find the Wrecked Ship. You can get set rewards and Ship Communication Records.\n
2. Combine the Ship Communication Records to obtain a clue to the location of a mega cargo ship. These ships are loaded with special cargo that cannot be found in common wrecked ships.\n 
3. With a set rate of probability, you can find more Communication Records from the mega cargo ship that records communication between that ship and another mega cargo ship. You can find these records consecutively up to 10 times.\n"	"1.可透過分析航海日誌找出沉船，並獲得一定的獎勵和船舶通訊記錄。\n
2.整合船舶通訊記錄就能發現大規模貨輪的位置。大規模貨輪上裝載著在一般沉船上很難看到的特別物資。\n
3.在大規模貨輪上能以一定機率獲得聯絡另一個大規模貨輪的通訊記錄。最多可以連續發現10次。\n"	"1.你可以通过分析航海日志找出沉船，并获得一定的奖励和船舶通讯记录。\n
2.整合船舶通讯记录就能发现大规模货轮的位置。大规模货轮上装载着在一般的沉船上很难看到的特别物资。\n
3.在大规模货轮上能以一定的几率获得可以联络另一艘大规模货轮的通讯记录。最多可以连续发现10次。\n"
2000256	인근 바다에 난파된 화물선을 찾아 물자를 얻어야 합니다.	周辺の海で難破した貨物船を探し物資を獲得する必要があります。	Obtain supplies by finding the wrecked ship from nearby ocean.	需要找到在附近海域沉沒的貨輪來獲得物資。	需要找到在附近海域沉没的货轮来获得物资。
2000257	항해일지를 대조해 화물선이 가라앉은 위치를 파악할 수 있습니다.	航海日誌を確認することで貨物船が沈没した位置を把握することができます。	Compare the Voyage Logs to determine where the cargo ship sank.	可以對比找到的航海日誌，找出貨輪的沉沒地點。	可以对照航海日志，找到货轮下沉的位置。
2000258	난파선 [c][ffcc00]{0}[-][/c]을 발견했습니다!\n추가로 선박 통신기록 [c][ffcc00]{1}[-][/c]개를 발견했습니다.	難破船[c][ffcc00]{0}[-][/c]を発見しました！\n追加で船舶通信記録[c][ffcc00]{1}[-][/c]個を発見しました。	Wrecked Ship [c][ffcc00]{0}[-][/c] has been located!\nFound [c][ffcc00]{1}[-][/c] additional Ship Communication Records.	發現了沉船[c][ffcc00]{0}[-][/c]！\n還發現了[c][ffcc00]{1}[-][/c]個船舶通訊記錄。	发现了沉船[c][ffcc00]{0}[-][/c]！\n还发现了[c][ffcc00]{1}[-][/c]个船舶通讯记录。
2000259	항해일지가 부족합니다.	航海日誌が足りません。	Voyage Log is insufficient.	航海日誌不足。	你的航海日志不足。
2000260	첫술에 배부를 수 없지. 우리들의 모험은 지금부터야!	最初は失敗して当たり前。私達の冒険は今始まったばかりよ！	You can’t expect to get everything from the first try. Our adventure starts now!	別想一步登天。我們的冒險現在才要開始！	你不要想一口吃成胖子。我们的冒险从现在开始！
2000261	첫술에 배부를 수 없지. 우리들의 모험은 지금부터야!	最初は失敗して当たり前。私達の冒険は今始まったばかりよ！	You can’t expect to get everything from the first try. Our adventure starts now!	別想一步登天。我們的冒險現在才要開始！	你不要想一口吃成胖子。我们的冒险从现在开始！
2000262	나쁘지 않은데? 앞으로가 기대되는걸~	思ったよりやるじゃない？これからが楽しみだわ！	That's not bad! Looking forward to what will come next!	不錯嘛？未來指日可待喔～	不错嘛？未来可期哦~
2000263	나쁘지 않은데? 앞으로가 기대되는걸~	思ったよりやるじゃない？これからが楽しみだわ！	That's not bad! Looking forward to what will come next!	不錯嘛？未來指日可待喔～	不错嘛？未来可期哦~
2000264	오우! 이래야 트레저 헌팅 하는 보람이 생기지!	わお！これこそがトレジャーハンターの醍醐味よ！	Wow! This is why we do treasure hunting!	喔喔！這樣才有獵取寶藏的意義嘛！	哇哦！这才是猎取宝藏的意义啊！
2000265	이, 이거, 진짜야? 와아…! 보물이 이렇게나 많다니…!	こ、これ、夢じゃないよね？わぁ…！宝物がこんなにいっぱい…！	Oh, is this real? Wow…! I can’t believe how many treasures there are…	這、這是、真的嗎？哇啊…！居然有這麼多寶藏…！	这，这是，真的吗？哇啊……！居然有这么多宝藏……！
2000266	준비됐어? 오늘도 보물을 찾으러 떠날 준비됐지? 자, 가슴 뛰는 모험의 시작이야!	準備はいい？今日も宝物を探しに行くわよ！さあ、ワックワクのドッキドッキの冒険の始まりよ！	Are you ready? Are you ready to go look for treasures again? The exciting adventure starts now!	準備好了嗎？今天也準備好去尋寶了吧？來，令人怦然心動的冒險要開始了！	准备好了吗？今天也准备好去寻宝了吧？来，令人心潮澎湃的冒险开始了！
2000267	미수거\n추적 대상	未回収\n追跡対象	Not Collected\nTracking Target	未回收的\n追蹤對象	未回收\n追踪目标
2000268	변화의 성소를 클리어한 전투원은\n오전 9시 이전까지 편성이 불가능합니다.	変化の聖所をクリアした戦闘員は\n午前9時以前まで編成できません。	Soldiers that have cleared Sanctum of Change\ncannot be assigned again until 9 AM.	通關變化聖地的戰鬥員\n在上午9點之前無法編入隊伍。	通关变化圣地的战斗员\n在上午9点之前无法编入队伍。
2000269	출격제한	出撃制限	Deployment Restriction	出擊限制	出击限制
2000270	채집량 증가	採集量増加	Increased Gathered Volume	增加採集量	增加采集量
2000271	오르카호에 {0}개의 {1}을 선적했습니다.	オルカ号に{0}個の{1}を積みました。	You have loaded {0} {1} to the Orca.	在奧爾卡號上裝載了{0}個{1}。	在奥尔卡号上装载了{0}个{1}。
2000272	자동 채집으로 수령할 수 있는 {0}의 최대 보유량은 {1}개 입니다.	自動採集で受け取れる{0}の最大所有数は{1}個です。	You can collect up to {1} {0} through auto gathering.	可以透過自動採集獲得的{0}數量上限是{1}個。	可以通过自动采集获得的{0}数量上限是{1}个。
2000273	+{0} /	+{0} /	#ERROR!	#ERROR!	#ERROR!
2000274	{0} /	{0} /	{0} /	{0}／	{0}／
2000275	알터리움 채집량	オルタリウム採集量	Alterium Gathered Volume	亞特勒姆採集量	亚特勒姆采集量
2000276	정제된 알터리움 채집량	精製済みオルタリウム採集量	Refined Alterium Gathered Volume	精煉的亞特勒姆採集量	精制的亚特勒姆采集量
2000277	물품 수령	物品受け取り	Receive Supplies	領取物品	领取物品
2000278	물품 수령	物品受け取り	Receive Supplies	領取物品	领取物品
2000279	채집 상한 증가	採集上限増加	Increase max gathering limit	增加採集上限	增加采集上限
2000280	경험치 획득 구역: 일일 임무, 주간 임무, 월간 임무	経験値獲得区域：毎日任務、週間任務、月間任務	How to acquire EXP: Daily Missions, Weekly Missions, Monthly Missions	經驗值獲得區域：每日任務、每週任務、每月任務	获得经验区域：每日任务，每周任务，每月任务
2000281	채굴 현황	採掘状況	Mining Status	採集現狀	采集现状
2000282	"안녕하세요, 주인님? 구매 담당 파티마입니다. 다름이 아니라, 삼안 산업 재활용 영업소에서 먼저 연락이 와서 내용을 전달 드리려고 해요.\n
저희가 도착한 이곳은 과거 비스마르크 코퍼레이션의 거점이었던 지역이라고 하네요. 그만큼 화물 운송이 대규모로 이루어졌던 물류의 중심지였다는 의미이기도 하고요.\n
맞아요, 주인님의 예상대로 수많은 물자가 이곳에 잠들어 있답니다. 탐색이 쉽지는 않겠지만, 원자재 출납 기록이 있다면 저희 드론으로도 역추적하는 것이 가능해요. 오르카의 자원 수급에 큰 도움이 되겠죠? 저도 많은 기대를 하고 있답니다.\n
아차, 영업소에서 연락이 온 이유를 깜빡할 뻔했네요. 영업소에서 찾는 건 비스마르크 제의 특수 원료예요. 대단히 고품질의 생산물이지만, 시중에서 구할 수 없었기 때문에 지금은 굉장히 희소하다고 해요. 후훗, 걱정마세요. 반드시 그 이상의 교환물을 가져다 드릴 테니까요.\n 
그럼, 좋은 소식을 기다리고 있겠습니다!"	"こんにちは、ご主人様。購買担当のファティマです。三安産業のリサイクル営業所から連絡が来ましたので、その内容をお伝えいたします。\n
私たちが到着したこの場所は昔、ビスマルクコーポレーションの拠点だったそうです。つまりここは貨物運送が大々的に行われていた物流の中心地だったと言えます。\n
さすがはご主人様です。仰る通り、ここには無数の物資が埋まっているということです。探索はそう簡単ではないでしょうが、原材料出納記録さえあれば私たちのドローンでも逆追跡が可能です。オルカに資源を調達する点でも大いに役立つと思いません？実は私もすごく期待しています。\n
おっと、営業所から連絡が来たそもそもの理由をお話ししませんとね。営業所が探しているのはビスマルク製の特殊原料です。かなりの高品質な生産物らしく、一般的な方法では手に入れることができなかったそうで今でもとても希少価値があるそうです。ふふ、心配ご無用です。必ずそれ以上のものと交換してあげますからね。\n 
では朗報をお待ちしております！"	"Hello, Master. I am Fatima, your procurement manager. We have received a message from the Sam'an Industry Recycle Center, and I wanted to relate the message to you.\n
The place we’ve arrived at was once the base of the Bismarck Corporation. It was a logistics center where mass amounts of cargo passed through.\n
Yes, as you suspected, a large volume of supplies is probably still buried in this place. It won’t be easy to find them, but if there are Raw Material Transaction Logs, then maybe we can track the cargo with our drones. Finding the cargo will be a huge help to Orca’s supply status. I am very excited about this, too.\n
Oh, I almost forgot to tell you about the message from the center. The center is looking for a special Raw Material made by Bismarck Corporation. It’s a very high-quality material that can’t be purchased on the market, so it’s very rare and valuable. But not to worry. I will get you even better trade goods!.\n 
Okay then, I’ll be waiting for the good news!"	"主人，你好？我是採購員法蒂瑪。是這樣的，我接到了三安產業的再利用營業部打來的電話，想把談話內容轉告給你。\n
據說，我們到達的地方曾經是俾斯麥公司的據點。這也就是說，那裡曾經是進行大規模貨物運輸的物流中心。\n
是的，正如你預料，那裡有著數不清的物資。雖然探索起來並不容易，但是如果能拿到原材料收發記錄，就可以用我們的無人機反向追蹤。這對奧爾卡的資源供給應該會有很大的幫助吧？我也非常期待。\n
對了，差點忘了告訴你營業部聯繫我們的理由。他們在尋找俾斯麥的特殊原料。這是一個高品質的產品，在市面上很難買得到，所以現在非常罕見。呵呵，你別擔心。我一定會帶給你比那個更好的交換物。\n
那麼，我等你的好消息！"	"主人，你好。我是采购员法蒂玛。不为别的，是因为我接到了三安产业的回收利用营业部打来的电话，所以想把谈话内容转告你。\n
据说，我们到达的地方曾经是俾斯麦公司的据点。也就是说，这里曾经是进行大规模货物运输的物流中心。\n
是的，正如你预料的一样，这里沉睡着数不胜数的物资。虽然探索起来并不容易，但是如果能拿到原材料收发记录，我们就可以用无人机反向追踪了。这对于奥尔卡的资源供给应该会有很大的帮助吧？我也非常期待。\n
对了，我差点忘了告诉你营业部联系我们的理由。他们在找的是俾斯麦的特殊原料。那是非常高质量的产品，在市面上很难买得到，现在非常稀有。呼呼，你别担心。我一定会给你拿来比那更好的交换物。\n
那么，我等你的好消息！"
2000283	"1. 원자재 출납 기록으로 수송품을 탐색하여 보상과 중수소 연료캡슐을 얻을 수 있습니다.\n
2. 지정된 양만큼의 중수소 연료캡슐을 삼안 산업 재활용 영업소에 가져갈 경우 추가적인 보상을 획득할 수 있습니다.\n
3. 탐색 진행 시, 일정 확률로 원자재 출납 기록을 소모하지 않는 무료 탐색 기회를 얻을 수 있습니다. 무료 탐색으로도 최대 10회까지 연속해서 무료 탐색 기회를 얻을 수 있습니다.\n"	"1. 原材料出納記録を通して輸送品を探索し、報酬と重水素燃料化プセルを獲得することができます。\n
2. 指定量の重水素燃料カプセルを三安産業リサイクル営業所に持っていけば、追加の報酬を獲得できます。\n
3. 探索を実行時、一定確率で原材料出納記録を消耗しない無料探索のチャンスを得ることができます。無料探索は最大10回まで連続して実行することができます。\n"	"1. Use the Raw Material Transaction Log to search for cargo, and get rewards and Heavy Hydrogen Fuel Cells.\n
2. If you bring a specified quantity of Heavy Hydrogen Fuel Cells to Sam'an Industry Recycle Center, you can also get additional rewards.\n
3. When searching, you will get the chance to obtain a Free Search chance. Free Search allows you to search without using the Raw Material Transaction Log. You can get up to 10 Free Search chances.\n"	"1.可使用原材料收發記錄探索運輸品來獲得獎勵和重氫燃料膠囊。\n
2.若把指定數量的重氫燃料膠囊拿到三安產業再利用營業部，就可獲得額外獎勵。\n
3.進行探索時，有一定機率獲得不會消耗原材料收發記錄的免費探索機會。也可連續最多10次來獲得免費探索機會。\n"	"1.可以使用原材料收发记录探索输送品来获得奖励和重氢燃料胶囊。\n
2.如果把指定数量的重氢燃料胶囊拿到三安产业再利用营业部，就可以获得额外奖励。\n
3.进行探索时，有一定几率获得不用消耗原材料收发记录的免费探索机会。使用免费探索也可以连续获得最多10次免费探索机会。\n"
2000284	폐허가 된 부두에서 파묻힌 화물을 찾아야 합니다.	廃墟になった埠頭で埋没した貨物を探してください。	Find the cargo buried in the ruined wharf.	必須找到埋在廢棄碼頭的貨物。	需要找到埋在废弃的码头的货物。
